Id,SalePrice
1461,114000.64526005171
1462,180110.92832701877
1463,150101.54707152102
1464,176736.16765658397
1465,228778.10100134162
1466,172497.99411196887
1467,165869.50015902738
1468,163051.92651807927
1469,209262.86695941325
1470,84579.0063891148
1471,205656.22555806322
1472,124658.44156192633
1473,102708.6330001546
1474,161851.5906543827
1475,160223.8466211964
1476,323966.1732194652
1477,256009.90732229364
1478,297287.25020555
1479,278375.18356060516
1480,389177.80596663605
1481,296734.8171036083
1482,235905.50342357313
1483,181598.00690191038
1484,188172.50454235924
1485,176356.3786000797
1486,206506.91041455514
1487,301473.100910855
1488,258966.79224947022
1489,200763.6270485995
1490,192656.59589376426
1491,202387.7648165224
1492,118642.3982821845
1493,182620.5505027758
1494,281069.7040091697
1495,282672.50879214273
1496,216553.57796236352
1497,203598.794918092
1498,169266.70337827565
1499,168658.04616499928
1500,142290.3619049806
1501,165799.0548395835
1502,164580.86444747358
1503,247367.64438705196
1504,245774.43439011284
1505,222485.20449778347
1506,221693.12020938928
1507,233073.4799910095
1508,202390.9790750662
1509,173706.74745758102
1510,143346.20074487713
1511,142335.08413811374
1512,168640.421616127
1513,176601.3547473152
1514,186470.46242448475
1515,209055.96342335854
1516,176979.0154316506
1517,161193.99020228305
1518,173901.24823462943
1519,219818.210919117
1520,134349.7797899312
1521,141766.55397118544
1522,193696.60419059257
1523,103157.32319357048
1524,122703.0107020697
1525,125000.7627214115
1526,121439.13713453509
1527,82896.11179215772
1528,153266.1977412293
1529,138427.81396824488
1530,185226.161135809
1531,127035.27430799985
1532,115439.44325852874
1533,152358.05566499048
1534,153403.89760798556
1535,153091.03342815817
1536,134746.35749892826
1537,19277.334278516006
1538,229458.73606484363
1539,251248.6881826161
1540,180356.25324790468
1541,163440.23844017155
1542,149511.20871843587
1543,233810.85109431963
1544,72246.28816021359
1545,139582.6182921809
1546,144637.77844892407
1547,136861.52251569415
1548,159588.4528158255
1549,104321.35266855091
1550,142745.24668636883
1551,156080.82268830345
1552,133110.17853042344
1553,167019.45620469665
1554,150665.52625903892
1555,176858.94288941487
1556,121282.37576319583
1557,148321.41631800894
1558,130416.88816111311
1559,127916.68528887938
1560,148879.86137080795
1561,166062.68495721862
1562,111775.9940987594
1563,110607.35028019347
1564,153848.1394958891
1565,133330.36643054735
1566,220147.3485666154
1567,73512.09966856494
1568,201063.28332661258
1569,99693.10755830811
1570,145734.00368524063
1571,84370.96120864063
1572,138150.71384339072
1573,220838.09485505146
1574,147393.41736622885
1575,218785.08638280784
1576,187740.4787906731
1577,197083.9781696054
1578,162371.53643437303
1579,118846.6476857031
1580,205901.60192156213
1581,121539.5184274023
1582,111372.72647927969
1583,292215.1075645691
1584,231962.78765792548
1585,137682.24458938002
1586,18212.092063336982
1587,105685.49279366774
1588,138146.92464380828
1589,92754.61749191541
1590,156359.29901978167
1591,90243.83109466845
1592,143524.52040686522
1593,138386.78208348688
1594,143702.9630728692
1595,147635.78800365658
1596,249384.52242004455
1597,179311.10689816854
1598,195469.14509552738
1599,205595.0424827678
1600,220128.57842836718
1601,0.0
1602,140595.10450089583
1603,84831.82800364908
1604,259809.3879531478
1605,252941.86678859746
1606,174473.65388413126
1607,238129.3222979737
1608,210188.41005204778
1609,197292.42649541303
1610,124132.27377458542
1611,141165.45508231813
1612,161506.5023707427
1613,151455.52568065477
1614,113695.97621741417
1615,76010.40302698291
1616,76010.40302698291
1617,76010.40302698291
1618,109120.09233660396
1619,108397.38039949027
1620,197754.92186279848
1621,119729.71601008927
1622,138477.1513024378
1623,274482.5468993202
1624,194626.5873304887
1625,140630.5544103523
1626,189167.99576397703
1627,178693.42150338288
1628,267124.1046147961
1629,191079.2248925
1630,326982.044721463
1631,246538.20684439663
1632,265902.2818065038
1633,175831.74728747192
1634,177492.12342880186
1635,162873.17363718365
1636,165310.9280662974
1637,171187.8930051787
1638,225933.82736970126
1639,203419.81832708986
1640,266474.57490396546
1641,198498.1784735362
1642,218969.0702272407
1643,250367.16870112214
1644,243913.41610490464
1645,175850.1364141061
1646,161048.28893978437
1647,196830.1908288035
1648,137608.26570017566
1649,125984.16173041458
1650,81383.60968986806
1651,81383.60968986806
1652,124658.44156192633
1653,124658.44156192633
1654,163728.0420701618
1655,179560.66614823675
1656,161851.5906543827
1657,163728.0420701618
1658,161851.5906543827
1659,159628.08797248415
1660,126506.47303249512
1661,353157.7615940367
1662,332395.5388697721
1663,326152.0986877496
1664,411185.15269927843
1665,301141.01764695474
1666,280520.39818275254
1667,296782.83272089006
1668,300249.9751028229
1669,281180.6054201848
1670,307340.15953638474
1671,245910.1219417339
1672,363931.4904565761
1673,278250.1108071029
1674,259430.78019377307
1675,179215.81920125693
1676,173913.3268428423
1677,210483.77896803702
1678,395752.03413295746
1679,315519.409174573
1680,309597.1336237957
1681,272184.8850999342
1682,273759.9364606049
1683,211577.18744523046
1684,187737.06856108087
1685,161928.38948350996
1686,195373.30219832374
1687,176140.59429775682
1688,202216.48030624868
1689,199495.80469744306
1690,192379.77488470162
1691,182166.37125804144
1692,248814.88933519277
1693,175747.72138680334
1694,163862.55997917827
1695,179005.7112141551
1696,248323.5141833568
1697,179208.59695191393
1698,307753.86747952655
1699,298161.0760508127
1700,233225.76144550208
1701,272333.7888637993
1702,268584.5767592896
1703,263324.1569422388
1704,269011.53701099043
1705,244069.88263564804
1706,364536.0404664875
1707,218567.87072782914
1708,213151.85608933345
1709,284723.70594465174
1710,244319.78775018305
1711,241396.90987246673
1712,278187.9240109809
1713,236521.7951652075
1714,226639.9884637959
1715,202031.84909281178
1716,198354.79532462222
1717,189849.0931728937
1718,163821.22639936706
1719,213148.79942079427
1720,251961.5443547493
1721,187471.2791302829
1722,131229.74393585068
1723,130925.4153292125
1724,216858.96814501382
1725,225423.78199004676
1726,178568.82746670864
1727,177826.15960076
1728,194752.84483977107
1729,156914.61246829617
1730,166718.94407977947
1731,120024.49955827245
1732,110374.7933316654
1733,110374.7933316654
